"DATE","PRCP","TMAX","TMIN","RAIN"
"1950-08-15",1.2,63,57,"TRUE"
"1950-08-16",0,77,56,"FALSE"
"1950-08-17",0,82,56,"FALSE"
"1950-08-18",0,81,53,"FALSE"
"1950-08-19",0,84,53,"FALSE"
"1950-08-20",0,86,55,"FALSE"
"1950-08-21",0,85,55,"FALSE"
"1950-08-22",0.37,75,55,"TRUE"
"1950-08-23",0.17,68,57,"TRUE"
"1950-08-24",0.02,73,56,"TRUE"
"1950-08-25",0,74,55,"FALSE"
"1950-08-26",0,85,53,"FALSE"
"1950-08-27",0,74,55,"FALSE"
"1950-08-28",0,75,50,"FALSE"
"1950-08-29",0,72,53,"FALSE"
"1950-08-30",0,75,45,"FALSE"
"1950-08-31",0,79,46,"FALSE"
"1950-09-01",0,83,51,"FALSE"
"1950-09-02",0,80,57,"FALSE"
"1950-09-03",0.13,64,55,"TRUE"
"1950-09-04",0.06,67,53,"TRUE"
"1950-09-05",0,72,44,"FALSE"
"1950-09-06",0,70,50,"FALSE"
"1950-09-07",0,71,48,"FALSE"
"1950-09-08",0,75,43,"FALSE"
"1950-09-09",0,73,45,"FALSE"
"1950-09-10",0,67,47,"FALSE"
"1950-09-11",0,77,47,"FALSE"
"1950-09-12",0,77,45,"FALSE"
"1950-09-13",0,60,50,"FALSE"
"1950-09-14",0,65,49,"FALSE"
"1950-09-15",0,61,45,"FALSE"
"1950-09-16",0,69,50,"FALSE"
"1950-09-17",0,73,48,"FALSE"
"1950-09-18",0,70,44,"FALSE"
"1950-09-19",0,63,47,"FALSE"
"1950-09-20",0,71,42,"FALSE"
"1950-09-21",0,86,51,"FALSE"
"1950-09-22",0,75,52,"FALSE"
"1950-09-23",0.01,67,52,"TRUE"
"1950-09-24",0.99,60,55,"TRUE"
"1950-09-25",0.63,60,49,"TRUE"
"1950-09-26",0.11,60,45,"TRUE"
"1950-09-27",0.02,60,40,"TRUE"
"1950-09-28",0,55,38,"FALSE"
"1950-09-29",0,58,40,"FALSE"
"1950-09-30",0.35,61,36,"TRUE"
"1950-10-01",0,58,35,"FALSE"
"1950-10-02",0,60,35,"FALSE"
"1950-10-03",0.05,57,48,"TRUE"
"1950-10-04",0.92,64,48,"TRUE"
"1950-10-05",0.54,55,46,"TRUE"
"1950-10-06",0.03,59,45,"TRUE"
"1950-10-07",0,71,51,"FALSE"
"1950-10-08",0.74,61,47,"TRUE"
"1950-10-09",0.73,57,41,"TRUE"
"1950-10-10",0.85,62,49,"TRUE"
"1950-10-11",0,64,42,"FALSE"
"1950-10-12",0.02,59,50,"TRUE"
"1950-10-13",0,55,50,"FALSE"
"1950-10-14",0.04,53,47,"TRUE"
"1950-10-15",0,53,36,"FALSE"
"1950-10-16",0.03,50,40,"TRUE"
"1950-10-17",0.22,54,43,"TRUE"
"1950-10-18",0.37,56,47,"TRUE"
"1950-10-19",0.11,59,48,"TRUE"
"1950-10-20",0.02,55,42,"TRUE"
"1950-10-21",0,51,36,"FALSE"
"1950-10-22",0,50,34,"FALSE"
"1950-10-23",0.05,55,38,"TRUE"
"1950-10-24",0.09,54,37,"TRUE"
"1950-10-25",0.56,57,42,"TRUE"
"1950-10-26",0.17,53,40,"TRUE"
"1950-10-27",0.54,52,43,"TRUE"
"1950-10-28",0.53,47,42,"TRUE"
"1950-10-29",0.07,49,42,"TRUE"
"1950-10-30",0.39,47,40,"TRUE"
"1950-10-31",0.14,50,37,"TRUE"
"1950-11-01",0.64,50,42,"TRUE"
"1950-11-02",0.05,54,43,"TRUE"
"1950-11-03",0,64,54,"FALSE"
"1950-11-04",0.08,57,46,"TRUE"
"1950-11-05",0,49,43,"FALSE"
"1950-11-06",0.18,51,41,"TRUE"
"1950-11-07",0,46,39,"FALSE"
"1950-11-08",0,47,35,"FALSE"
"1950-11-09",0,53,32,"FALSE"
"1950-11-10",0,47,35,"FALSE"
"1950-11-11",0,44,34,"FALSE"
"1950-11-12",0,48,29,"FALSE"
"1950-11-13",0.11,41,27,"TRUE"
"1950-11-14",0.01,41,32,"TRUE"
"1950-11-15",0.37,46,36,"TRUE"
"1950-11-16",0.27,44,37,"TRUE"
"1950-11-17",0.15,40,34,"TRUE"
"1950-11-18",0,43,29,"FALSE"
"1950-11-19",0.47,43,25,"TRUE"
"1950-11-20",0.88,52,40,"TRUE"
"1950-11-21",0.27,53,42,"TRUE"
"1950-11-22",0.47,48,40,"TRUE"
"1950-11-23",1.13,52,41,"TRUE"
"1950-11-24",0.21,55,46,"TRUE"
"1950-11-25",0.31,57,46,"TRUE"
"1950-11-26",0.5,60,49,"TRUE"
"1950-11-27",0.62,51,44,"TRUE"
"1950-11-28",0.09,51,41,"TRUE"
"1950-11-29",0,41,36,"FALSE"
"1950-11-30",1.17,37,32,"TRUE"
"1950-12-01",0.14,37,30,"TRUE"
"1950-12-02",0.06,44,36,"TRUE"
"1950-12-03",0.25,41,37,"TRUE"
"1950-12-04",0.06,42,36,"TRUE"
"1950-12-05",0.67,45,39,"TRUE"
"1950-12-06",0.63,52,41,"TRUE"
"1950-12-07",0.13,46,41,"TRUE"
"1950-12-08",0.02,53,37,"TRUE"
"1950-12-09",0.5,52,47,"TRUE"
"1950-12-10",0,58,45,"FALSE"
"1950-12-11",0.22,53,43,"TRUE"
"1950-12-12",0,50,37,"FALSE"
"1950-12-13",0,43,33,"FALSE"
"1950-12-14",0.22,47,38,"TRUE"
"1950-12-15",0.39,50,41,"TRUE"
"1950-12-16",0.28,50,43,"TRUE"
"1950-12-17",0.09,53,42,"TRUE"
"1950-12-18",0.06,47,40,"TRUE"
"1950-12-19",0.21,55,43,"TRUE"
"1950-12-20",0.39,52,44,"TRUE"
"1950-12-21",0.08,53,45,"TRUE"
"1950-12-22",0.61,54,46,"TRUE"
"1950-12-23",0.8,58,52,"TRUE"
"1950-12-24",0.09,55,48,"TRUE"
"1950-12-25",0,48,41,"FALSE"
"1950-12-26",0.16,46,38,"TRUE"
"1950-12-27",0.14,46,41,"TRUE"
"1950-12-28",0,47,41,"FALSE"
"1950-12-29",0.06,52,44,"TRUE"
"1950-12-30",0.88,51,31,"TRUE"
"1950-12-31",0,43,33,"FALSE"
"1951-01-01",0.23,45,37,"TRUE"
"1951-01-02",0.98,46,39,"TRUE"
"1951-01-03",0.1,42,36,"TRUE"
"1951-01-04",0.17,40,35,"TRUE"
"1951-01-05",0.03,43,31,"TRUE"
"1951-01-06",0,45,31,"FALSE"
"1951-01-07",0.03,40,30,"TRUE"
"1951-01-08",0,46,32,"FALSE"
"1951-01-09",0,44,32,"FALSE"
"1951-01-10",0.17,45,39,"TRUE"
"1951-01-11",0.02,47,36,"TRUE"
"1951-01-12",0.03,44,40,"TRUE"
"1951-01-13",0.08,46,40,"TRUE"
"1951-01-14",0.68,44,35,"TRUE"
"1951-01-15",0.47,48,32,"TRUE"
"1951-01-16",0.37,42,32,"TRUE"
"1951-01-17",0.03,42,32,"TRUE"
"1951-01-18",0.32,40,32,"TRUE"
"1951-01-19",0.19,40,32,"TRUE"
"1951-01-20",0.56,42,32,"TRUE"
"1951-01-21",1.13,43,34,"TRUE"
"1951-01-22",0.04,44,34,"TRUE"
"1951-01-23",0.19,41,36,"TRUE"
"1951-01-24",0.47,54,39,"TRUE"
"1951-01-25",0.51,53,42,"TRUE"
"1951-01-26",0,43,33,"FALSE"
"1951-01-27",0,33,19,"FALSE"
"1951-01-28",0,27,15,"FALSE"
"1951-01-29",0,32,15,"FALSE"
"1951-01-30",0,33,11,"FALSE"
"1951-01-31",0,33,19,"FALSE"
"1951-02-01",0.64,40,28,"TRUE"
"1951-02-02",0.49,47,36,"TRUE"
"1951-02-03",0.3,45,37,"TRUE"
"1951-02-04",0,48,35,"FALSE"
"1951-02-05",0,45,31,"FALSE"
"1951-02-06",0.38,41,31,"TRUE"
"1951-02-07",0.82,52,41,"TRUE"
"1951-02-08",1.45,54,46,"TRUE"
"1951-02-09",2.98,57,49,"TRUE"
"1951-02-10",0.46,57,47,"TRUE"
"1951-02-11",0.14,48,34,"TRUE"
"1951-02-12",0,46,31,"FALSE"
"1951-02-13",0,49,30,"FALSE"
"1951-02-14",0,53,32,"FALSE"
"1951-02-15",0.05,46,35,"TRUE"
"1951-02-16",0,48,31,"FALSE"
"1951-02-17",0.49,41,37,"TRUE"
"1951-02-18",0,43,36,"FALSE"
"1951-02-19",0.46,44,37,"TRUE"
"1951-02-20",0.04,49,37,"TRUE"
"1951-02-21",0,47,36,"FALSE"
"1951-02-22",0,47,34,"FALSE"
"1951-02-23",0,47,31,"FALSE"
"1951-02-24",0.01,42,32,"TRUE"
"1951-02-25",0,42,29,"FALSE"
"1951-02-26",0,44,2,"FALSE"
"1951-02-27",0,44,25,"FALSE"
"1951-02-28",0.05,43,24,"TRUE"
"1951-03-01",0.07,42,28,"TRUE"
"1951-03-02",0,42,24,"FALSE"
"1951-03-03",0.3,38,31,"TRUE"
"1951-03-04",0.14,38,28,"TRUE"
"1951-03-05",0.17,33,25,"TRUE"
"1951-03-06",0.16,35,26,"TRUE"
"1951-03-07",0.08,37,26,"TRUE"
"1951-03-08",0.26,32,28,"TRUE"
"1951-03-09",0.02,35,28,"TRUE"
"1951-03-10",0.04,39,25,"TRUE"
"1951-03-11",0.5,43,28,"TRUE"
"1951-03-12",0.65,45,35,"TRUE"
"1951-03-13",0.01,48,37,"TRUE"
"1951-03-14",0.01,49,39,"TRUE"
"1951-03-15",0.5,49,35,"TRUE"
"1951-03-16",0,48,30,"FALSE"
"1951-03-17",0,48,27,"FALSE"
"1951-03-18",0,55,31,"FALSE"
"1951-03-19",0,63,36,"FALSE"
"1951-03-20",0.02,56,41,"TRUE"
"1951-03-21",0.11,45,38,"TRUE"
"1951-03-22",0,46,35,"FALSE"
"1951-03-23",0,51,31,"FALSE"
"1951-03-24",0,59,32,"FALSE"
"1951-03-25",0.09,48,42,"TRUE"
"1951-03-26",0.12,51,37,"TRUE"
"1951-03-27",0,53,32,"FALSE"
"1951-03-28",0,58,36,"FALSE"
"1951-03-29",0.1,52,42,"TRUE"
"1951-03-30",0.41,47,35,"TRUE"
"1951-03-31",0,53,33,"FALSE"
"1951-04-01",0,62,33,"FALSE"
"1951-04-02",0,65,36,"FALSE"
"1951-04-03",0,67,36,"FALSE"
"1951-04-04",0,57,38,"FALSE"
"1951-04-05",0,56,33,"FALSE"
"1951-04-06",0,64,34,"FALSE"
"1951-04-07",0,52,38,"FALSE"
"1951-04-08",0,52,35,"FALSE"
"1951-04-09",0,55,39,"FALSE"
"1951-04-10",0,64,39,"FALSE"
"1951-04-11",0,73,44,"FALSE"
"1951-04-12",0,77,38,"FALSE"
"1951-04-13",0,50,42,"FALSE"
"1951-04-14",0,67,36,"FALSE"
"1951-04-15",0,72,42,"FALSE"
"1951-04-16",0,72,38,"FALSE"
"1951-04-17",0,58,42,"FALSE"
"1951-04-18",0.04,54,44,"TRUE"
"1951-04-19",0,51,37,"FALSE"
"1951-04-20",0,56,35,"FALSE"
"1951-04-21",0,61,29,"FALSE"
"1951-04-22",0,62,40,"FALSE"
"1951-04-23",0,65,37,"FALSE"
"1951-04-24",0,69,33,"FALSE"
"1951-04-25",0,65,39,"FALSE"
"1951-04-26",0,67,44,"FALSE"
"1951-04-27",0.54,50,44,"TRUE"
"1951-04-28",0.07,59,39,"TRUE"
"1951-04-29",0,54,36,"FALSE"
"1951-04-30",0,56,40,"FALSE"
"1951-05-01",0,59,32,"FALSE"
"1951-05-02",0,64,37,"FALSE"
"1951-05-03",0,72,46,"FALSE"
"1951-05-04",0.24,58,49,"TRUE"
"1951-05-05",0,69,42,"FALSE"
"1951-05-06",0.08,58,49,"TRUE"
"1951-05-07",0.02,53,48,"TRUE"
"1951-05-08",0,64,48,"FALSE"
"1951-05-09",0,74,43,"FALSE"
"1951-05-10",0.2,67,51,"TRUE"
"1951-05-11",0.44,57,44,"TRUE"
"1951-05-12",0.01,60,40,"TRUE"
"1951-05-13",0.01,64,42,"TRUE"
"1951-05-14",0,61,46,"FALSE"
"1951-05-15",0,69,42,"FALSE"
"1951-05-16",0,74,46,"FALSE"
"1951-05-17",0.05,63,47,"TRUE"
"1951-05-18",0,61,45,"FALSE"
"1951-05-19",0,66,43,"FALSE"
"1951-05-20",0,68,44,"FALSE"
"1951-05-21",0,77,43,"FALSE"
"1951-05-22",0.03,81,48,"TRUE"
"1951-05-23",0.14,63,50,"TRUE"
"1951-05-24",0.26,57,48,"TRUE"
"1951-05-25",0,62,45,"FALSE"
"1951-05-26",0,65,44,"FALSE"
"1951-05-27",0,62,44,"FALSE"
"1951-05-28",0.13,59,40,"TRUE"
"1951-05-29",0,60,35,"FALSE"
"1951-05-30",0,67,36,"FALSE"
"1951-05-31",0,69,39,"FALSE"
"1951-06-01",0,71,40,"FALSE"
"1951-06-02",0,74,40,"FALSE"
"1951-06-03",0,64,48,"FALSE"
"1951-06-04",0.01,56,49,"TRUE"
"1951-06-05",0,64,50,"FALSE"
"1951-06-06",0.01,63,50,"TRUE"
"1951-06-07",0.04,61,49,"TRUE"
"1951-06-08",0,66,45,"FALSE"
"1951-06-09",0,73,47,"FALSE"
"1951-06-10",0,70,46,"FALSE"
"1951-06-11",0,63,52,"FALSE"
"1951-06-12",0.07,71,54,"TRUE"
"1951-06-13",0,70,57,"FALSE"
"1951-06-14",0,78,57,"FALSE"
"1951-06-15",0,74,52,"FALSE"
"1951-06-16",0,75,45,"FALSE"
"1951-06-17",0,72,47,"FALSE"
"1951-06-18",0,72,46,"FALSE"
"1951-06-19",0,71,43,"FALSE"
"1951-06-20",0,78,49,"FALSE"
"1951-06-21",0,83,46,"FALSE"
"1951-06-22",0,76,48,"FALSE"
"1951-06-23",0,70,50,"FALSE"
"1951-06-24",0,74,51,"FALSE"
"1951-06-25",0,84,49,"FALSE"
"1951-06-26",0,74,51,"FALSE"
"1951-06-27",0,81,48,"FALSE"
"1951-06-28",0,87,51,"FALSE"
"1951-06-29",0,92,55,"FALSE"
"1951-06-30",0,90,54,"FALSE"
"1951-07-01",0,73,53,"FALSE"
"1951-07-02",0,79,53,"FALSE"
"1951-07-03",0,67,53,"FALSE"
"1951-07-04",0,65,52,"FALSE"
"1951-07-05",0.25,67,47,"TRUE"
"1951-07-06",0.06,70,51,"TRUE"
"1951-07-07",0,74,48,"FALSE"
"1951-07-08",0,73,54,"FALSE"
"1951-07-09",0,73,53,"FALSE"
"1951-07-10",0,84,53,"FALSE"
"1951-07-11",0,95,58,"FALSE"
"1951-07-12",0,96,58,"FALSE"
"1951-07-13",0,73,56,"FALSE"
"1951-07-14",0,78,54,"FALSE"
"1951-07-15",0,81,55,"FALSE"
"1951-07-16",0,83,54,"FALSE"
"1951-07-17",0,76,55,"FALSE"
"1951-07-18",0,76,54,"FALSE"
"1951-07-19",0,74,50,"FALSE"
"1951-07-20",0,74,53,"FALSE"
"1951-07-21",0,79,48,"FALSE"
"1951-07-22",0,82,52,"FALSE"
"1951-07-23",0,80,50,"FALSE"
"1951-07-24",0,72,54,"FALSE"
"1951-07-25",0,66,55,"FALSE"
"1951-07-26",0,72,55,"FALSE"
"1951-07-27",0,78,47,"FALSE"
"1951-07-28",0,73,51,"FALSE"
"1951-07-29",0,75,51,"FALSE"
"1951-07-30",0,79,48,"FALSE"
"1951-07-31",0,80,48,"FALSE"
"1951-08-01",0,78,51,"FALSE"
"1951-08-02",0,76,51,"FALSE"
"1951-08-03",0,70,53,"FALSE"
"1951-08-04",0,75,52,"FALSE"
"1951-08-05",0,75,50,"FALSE"
"1951-08-06",0,78,50,"FALSE"
"1951-08-07",0,80,49,"FALSE"
"1951-08-08",0,72,52,"FALSE"
"1951-08-09",0,66,55,"FALSE"
"1951-08-10",0,63,55,"FALSE"
"1951-08-11",0,69,53,"FALSE"
"1951-08-12",0,73,55,"FALSE"
"1951-08-13",0,73,52,"FALSE"
"1951-08-14",0,79,47,"FALSE"
"1951-08-15",0,79,51,"FALSE"
"1951-08-16",0,77,54,"FALSE"
"1951-08-17",0,77,45,"FALSE"
"1951-08-18",0,79,47,"FALSE"
"1951-08-19",0,81,48,"FALSE"
"1951-08-20",0,83,55,"FALSE"
"1951-08-21",0,85,51,"FALSE"
"1951-08-22",0,73,50,"FALSE"
"1951-08-23",0,71,48,"FALSE"
"1951-08-24",0,76,45,"FALSE"
"1951-08-25",0,71,47,"FALSE"
"1951-08-26",0,71,47,"FALSE"
"1951-08-27",0.76,64,47,"TRUE"
"1951-08-28",0.2,57,48,"TRUE"
"1951-08-29",0.01,66,44,"TRUE"
"1951-08-30",0.05,64,50,"TRUE"
"1951-08-31",0,70,47,"FALSE"
"1951-09-01",0,66,47,"FALSE"
"1951-09-02",0,68,47,"FALSE"
"1951-09-03",0,79,50,"FALSE"
"1951-09-04",0,82,54,"FALSE"
"1951-09-05",0,76,50,"FALSE"
"1951-09-06",0,67,50,"FALSE"
"1951-09-07",0.19,65,53,"TRUE"
"1951-09-08",0,68,54,"FALSE"
"1951-09-09",0,72,45,"FALSE"
"1951-09-10",0.03,65,51,"TRUE"
"1951-09-11",0,67,48,"FALSE"
"1951-09-12",0,70,45,"FALSE"
"1951-09-13",0,77,50,"FALSE"
"1951-09-14",0,87,56,"FALSE"
"1951-09-15",0,87,47,"FALSE"
"1951-09-16",0,78,50,"FALSE"
"1951-09-17",0,73,49,"FALSE"
"1951-09-18",0,65,48,"FALSE"
"1951-09-19",0.01,69,45,"TRUE"
"1951-09-20",0,74,46,"FALSE"
"1951-09-21",0,75,43,"FALSE"
"1951-09-22",0,69,43,"FALSE"
"1951-09-23",0,61,47,"FALSE"
"1951-09-24",0.32,57,51,"TRUE"
"1951-09-25",0.06,60,44,"TRUE"
"1951-09-26",0,60,40,"FALSE"
"1951-09-27",0.24,57,46,"TRUE"
"1951-09-28",0.1,63,51,"TRUE"
"1951-09-29",0.92,64,54,"TRUE"
"1951-09-30",0.16,63,54,"TRUE"
"1951-10-01",0.38,69,53,"TRUE"
"1951-10-02",0.67,60,53,"TRUE"
"1951-10-03",0.13,62,47,"TRUE"
"1951-10-04",0,62,42,"FALSE"
"1951-10-05",0.02,59,44,"TRUE"
"1951-10-06",0.14,63,53,"TRUE"
"1951-10-07",0,75,51,"FALSE"
"1951-10-08",0,80,53,"FALSE"
"1951-10-09",0,69,49,"FALSE"
"1951-10-10",0.05,58,49,"TRUE"
"1951-10-11",0.08,64,50,"TRUE"
"1951-10-12",0.05,59,50,"TRUE"
"1951-10-13",0.19,60,50,"TRUE"
"1951-10-14",0.24,58,42,"TRUE"
"1951-10-15",0.93,49,40,"TRUE"
"1951-10-16",0.04,54,39,"TRUE"
"1951-10-17",0.3,47,38,"TRUE"
"1951-10-18",0.45,59,44,"TRUE"
"1951-10-19",0.77,59,50,"TRUE"
"1951-10-20",0.06,55,44,"TRUE"
"1951-10-21",0.27,48,42,"TRUE"
"1951-10-22",0.43,50,39,"TRUE"
"1951-10-23",0.01,52,45,"TRUE"
"1951-10-24",0.02,55,42,"TRUE"
"1951-10-25",0,54,40,"FALSE"
"1951-10-26",0,54,33,"FALSE"
"1951-10-27",0,57,34,"FALSE"
"1951-10-28",0.28,55,37,"TRUE"
"1951-10-29",0.36,49,36,"TRUE"
"1951-10-30",0,49,32,"FALSE"
"1951-10-31",0,49,35,"FALSE"
"1951-11-01",0,53,32,"FALSE"
"1951-11-02",0,54,34,"FALSE"
"1951-11-03",0.59,57,42,"TRUE"
"1951-11-04",0,54,41,"FALSE"
"1951-11-05",0,57,37,"FALSE"
"1951-11-06",0.05,53,41,"TRUE"
"1951-11-07",0.01,56,44,"TRUE"
"1951-11-08",0,53,42,"FALSE"
"1951-11-09",0.65,50,44,"TRUE"
"1951-11-10",0.34,55,44,"TRUE"
"1951-11-11",0.81,49,44,"TRUE"
"1951-11-12",0.13,51,43,"TRUE"
"1951-11-13",0.14,46,38,"TRUE"
"1951-11-14",0.03,45,32,"TRUE"
"1951-11-15",0,46,32,"FALSE"
"1951-11-16",0,50,32,"FALSE"
"1951-11-17",0,54,41,"FALSE"
"1951-11-18",0,53,43,"FALSE"
"1951-11-19",0.06,53,40,"TRUE"
"1951-11-20",0.08,4,39,"TRUE"
"1951-11-21",0,46,33,"FALSE"
"1951-11-22",0,43,29,"FALSE"
"1951-11-23",0,41,28,"FALSE"
"1951-11-24",0.06,39,28,"TRUE"
"1951-11-25",0.52,52,39,"TRUE"
"1951-11-26",0.25,53,42,"TRUE"
"1951-11-27",0.31,54,41,"TRUE"
"1951-11-28",0.54,48,40,"TRUE"
"1951-11-29",0.24,51,41,"TRUE"
"1951-11-30",0.63,57,42,"TRUE"
"1951-12-01",0.15,49,36,"TRUE"
"1951-12-02",0.04,48,36,"TRUE"
"1951-12-03",0.3,48,39,"TRUE"
"1951-12-04",0.59,46,37,"TRUE"
"1951-12-05",0.08,42,34,"TRUE"
"1951-12-06",0.01,42,28,"TRUE"
